Category,OrderDate,Sales
Food Grains,2015/7/26,1532
Beverages,2015/7/26,2349
Bakery,2015/7/26,1118
Food Grains,2015/7/26,2318
Bakery,2015/7/26,1904
Beverages,2015/7/26,1409
Bakery,2015/7/26,1159
Beverages,2015/7/26,2392
Oil & Masala,2015/7/26,934
Fruits & Veggies,2015/7/26,1795
Fruits & Veggies,2015/7/26,959
Oil & Masala,2015/7/26,1026
"Eggs, Meat & Fish",2015/7/26,2226
Snacks,2015/7/27,2050
Fruits & Veggies,2015/7/27,1131
Snacks,2015/7/27,2226
Oil & Masala,2015/7/28,1894
Bakery,2015/7/28,1745
Fruits & Veggies,2015/7/28,1726
Snacks,2015/7/30,1275
"Eggs, Meat & Fish",2015/8/1,772
Oil & Masala,2015/8/1,2003
Snacks,2015/8/1,1638
Oil & Masala,2015/8/1,763
Bakery,2015/8/1,2479
"Eggs, Meat & Fish",2015/8/1,2337
Snacks,2015/8/2,1391
Oil & Masala,2015/8/2,746
Fruits & Veggies,2015/8/2,1227
Bakery,2015/8/3,2421
Food Grains,2015/8/3,2245
Snacks,2015/8/3,2040
Food Grains,2015/8/3,1742
Food Grains,2015/8/3,1559
Oil & Masala,2015/8/3,2138
Bakery,2015/8/4,1075
Food Grains,2015/8/4,691
"Eggs, Meat & Fish",2015/8/4,1565
Fruits & Veggies,2015/8/4,1025
Snacks,2015/8/4,2158
Beverages,2015/8/4,2238
Oil & Masala,2015/8/4,1620
"Eggs, Meat & Fish",2015/8/4,1126
Snacks,2015/8/4,621
Beverages,2015/8/5,1412
Food Grains,2015/8/5,791
Fruits & Veggies,2015/8/5,2476
Oil & Masala,2015/8/5,2175
Snacks,2015/8/5,1558
Snacks,2015/8/5,2352
Fruits & Veggies,2015/8/5,2125
Beverages,2015/8/5,2176
"Eggs, Meat & Fish",2015/8/5,2477
Beverages,2015/8/5,1473
Oil & Masala,2015/8/5,1334
Fruits & Veggies,2015/8/5,1552
"Eggs, Meat & Fish",2015/8/6,2426
Oil & Masala,2015/8/6,1356
Snacks,2015/8/8,1443
Food Grains,2015/8/8,1770
Beverages,2015/8/8,1298
"Eggs, Meat & Fish",2015/8/8,1674
Bakery,2015/8/8,1234
"Eggs, Meat & Fish",2015/8/8,1835
Beverages,2015/8/8,1021
Bakery,2015/8/8,2084
Oil & Masala,2015/8/8,2215
Oil & Masala,2015/8/8,2138
Food Grains,2015/8/8,737
Oil & Masala,2015/8/8,1354
Fruits & Veggies,2015/8/8,1986
"Eggs, Meat & Fish",2015/8/9,1835
Snacks,2015/8/9,2281
Food Grains,2015/8/9,1423
Oil & Masala,2015/8/9,1305
Fruits & Veggies,2015/8/9,2199
Snacks,2015/8/9,533
"Eggs, Meat & Fish",2015/8/9,2425
Bakery,2015/8/9,784
Fruits & Veggies,2015/8/9,1694
Snacks,2015/8/11,1143
Snacks,2015/8/11,1453
Bakery,2015/8/11,2482
Bakery,2015/8/11,2301
Bakery,2015/8/12,2289
Food Grains,2015/8/12,2291
Bakery,2015/8/12,994
Food Grains,2015/8/12,944
Snacks,2015/8/12,2078
Snacks,2015/8/12,1665
Beverages,2015/8/12,1008
Bakery,2015/8/12,1461
Fruits & Veggies,2015/8/12,1665
Fruits & Veggies,2015/8/12,1679
Snacks,2015/8/12,1480
Oil & Masala,2015/8/15,1219
Beverages,2015/8/15,1534
Beverages,2015/8/15,2023
Food Grains,2015/8/15,558
Bakery,2015/8/15,1102
Fruits & Veggies,2015/8/15,2168
Beverages,2015/8/15,1169
Beverages,2015/8/15,1302
Food Grains,2015/8/15,745
Oil & Masala,2015/8/16,2278
Oil & Masala,2015/8/17,1397
Beverages,2015/8/17,1736
Beverages,2015/8/17,1614
Oil & Masala,2015/8/17,1217
Fruits & Veggies,2015/8/17,2022
Snacks,2015/8/19,1087
Snacks,2015/8/19,1329
Food Grains,2015/8/19,1606
"Eggs, Meat & Fish",2015/8/19,639
Oil & Masala,2015/8/19,976
Fruits & Veggies,2015/8/19,561
Snacks,2015/8/19,595
Snacks,2015/8/20,2059
Fruits & Veggies,2015/8/20,1729
Fruits & Veggies,2015/8/20,1300
"Eggs, Meat & Fish",2015/8/20,532
Beverages,2015/8/22,1119
Bakery,2015/8/22,853
Snacks,2015/8/22,1522
Fruits & Veggies,2015/8/23,1372
Food Grains,2015/8/23,679
Bakery,2015/8/23,1652
Oil & Masala,2015/8/23,2430
Bakery,2015/8/23,1250
Bakery,2015/8/23,509
Beverages,2015/8/23,860
Snacks,2015/8/23,1417
Snacks,2015/8/23,2377
Beverages,2015/8/23,2168
Snacks,2015/8/24,2231
Oil & Masala,2015/8/24,1259
Beverages,2015/8/24,713
Food Grains,2015/8/24,501
Fruits & Veggies,2015/8/25,1154
Snacks,2015/8/25,2420
Snacks,2015/8/25,1305
Fruits & Veggies,2015/8/25,927
Fruits & Veggies,2015/8/25,1052
Food Grains,2015/8/25,1206
Food Grains,2015/8/25,1120
"Eggs, Meat & Fish",2015/8/25,1828
Beverages,2015/8/25,951
Bakery,2015/8/25,1299
Fruits & Veggies,2015/8/25,1694
Beverages,2015/8/25,557
Food Grains,2015/8/25,1828
Oil & Masala,2015/8/25,1647
Bakery,2015/8/26,2264
Snacks,2015/8/26,822
Oil & Masala,2015/8/26,599
Fruits & Veggies,2015/8/26,1480
Bakery,2015/8/26,1590
Oil & Masala,2015/8/26,1597
"Eggs, Meat & Fish",2015/8/27,1757
Beverages,2015/8/27,692
Beverages,2015/8/27,522
Bakery,2015/8/27,779
Beverages,2015/8/27,2427
Food Grains,2015/8/27,528
Food Grains,2015/8/27,2478
Bakery,2015/8/29,1541
Food Grains,2015/8/29,1718
Beverages,2015/8/29,945
Fruits & Veggies,2015/8/29,621
Snacks,2015/8/29,2439
Bakery,2015/8/30,2131
Food Grains,2015/8/30,2444
Snacks,2015/8/31,886
Snacks,2015/9/1,1716
"Eggs, Meat & Fish",2015/9/1,663
Food Grains,2015/9/1,1306
Beverages,2015/9/1,2041
Snacks,2015/9/1,770
Snacks,2015/9/2,1379
Bakery,2015/9/2,2122
"Eggs, Meat & Fish",2015/9/2,1612
Food Grains,2015/9/2,1840
Snacks,2015/9/2,947
Fruits & Veggies,2015/9/2,2256
Beverages,2015/9/2,932
Bakery,2015/9/2,949
Snacks,2015/9/2,683
Bakery,2015/9/3,1526
Beverages,2015/9/3,1062
Oil & Masala,2015/9/5,2151
Food Grains,2015/9/5,1608
Fruits & Veggies,2015/9/6,1762
Fruits & Veggies,2015/9/6,2070
Snacks,2015/9/7,2374
"Eggs, Meat & Fish",2015/9/7,601
Beverages,2015/9/7,916
Oil & Masala,2015/9/7,687
Bakery,2015/9/7,774
Bakery,2015/9/7,923
Snacks,2015/9/7,1033
Bakery,2015/9/7,723
Snacks,2015/9/7,1775
Bakery,2015/9/7,1485
Snacks,2015/9/7,1293
"Eggs, Meat & Fish",2015/9/7,2316
Beverages,2015/9/7,1885
Fruits & Veggies,2015/9/7,861
Beverages,2015/9/7,2478
Oil & Masala,2015/9/7,2220
Snacks,2015/9/7,983
Bakery,2015/9/7,858
Snacks,2015/9/7,1567
Beverages,2015/9/7,1293
Oil & Masala,2015/9/7,1375
"Eggs, Meat & Fish",2015/9/7,1566
Snacks,2015/9/7,1892
Snacks,2015/9/7,2428
Fruits & Veggies,2015/9/7,610
Food Grains,2015/9/8,1442
Beverages,2015/9/8,1690
Snacks,2015/9/8,2021
"Eggs, Meat & Fish",2015/9/8,2340
Oil & Masala,2015/9/8,705
"Eggs, Meat & Fish",2015/9/8,1215
Food Grains,2015/9/8,552
Oil & Masala,2015/9/8,1808
Snacks,2015/9/8,506
Snacks,2015/9/8,1602
Oil & Masala,2015/9/8,583
Oil & Masala,2015/9/8,1260
Fruits & Veggies,2015/9/8,2002
Fruits & Veggies,2015/9/8,1784
"Eggs, Meat & Fish",2015/9/8,786
Food Grains,2015/9/8,607
"Eggs, Meat & Fish",2015/9/8,2227
Snacks,2015/9/8,901
"Eggs, Meat & Fish",2015/9/8,1196
Fruits & Veggies,2015/9/8,1241
Fruits & Veggies,2015/9/8,773
Bakery,2015/9/8,910
Oil & Masala,2015/9/8,595
Fruits & Veggies,2015/9/8,974
Oil & Masala,2015/9/8,1289
Beverages,2015/9/8,2346
Fruits & Veggies,2015/9/8,1123
Fruits & Veggies,2015/9/9,1752
Snacks,2015/9/9,2057
Oil & Masala,2015/9/9,1818
Fruits & Veggies,2015/9/9,2145
Oil & Masala,2015/9/9,2097
Oil & Masala,2015/9/9,1947
"Eggs, Meat & Fish",2015/9/9,1379
Snacks,2015/9/9,841
"Eggs, Meat & Fish",2015/9/9,1572
Oil & Masala,2015/9/9,1529
Food Grains,2015/9/9,2153
Bakery,2015/9/9,2133
"Eggs, Meat & Fish",2015/9/9,1311
"Eggs, Meat & Fish",2015/9/10,1414
Snacks,2015/9/10,1016
"Eggs, Meat & Fish",2015/9/10,1263
Fruits & Veggies,2015/9/10,1107
Snacks,2015/9/10,699
Food Grains,2015/9/11,1245
Snacks,2015/9/12,707
Food Grains,2015/9/12,506
"Eggs, Meat & Fish",2015/9/12,1354
Snacks,2015/9/12,1030
Snacks,2015/9/12,2083
Snacks,2015/9/12,501
Beverages,2015/9/12,727
"Eggs, Meat & Fish",2015/9/12,1453
Snacks,2015/9/12,2043
Beverages,2015/9/12,856
Beverages,2015/9/12,633
Bakery,2015/9/13,717
Bakery,2015/9/13,1118
Oil & Masala,2015/9/13,1964
Oil & Masala,2015/9/13,1574
Food Grains,2015/9/13,1479
Food Grains,2015/9/13,984
"Eggs, Meat & Fish",2015/9/13,1152
Food Grains,2015/9/13,2206
"Eggs, Meat & Fish",2015/9/13,918
Fruits & Veggies,2015/9/13,1260
Bakery,2015/9/13,2268
Food Grains,2015/9/13,1898
Fruits & Veggies,2015/9/13,2388
Snacks,2015/9/13,1671
Fruits & Veggies,2015/9/13,1056
Fruits & Veggies,2015/9/14,1747
Fruits & Veggies,2015/9/14,1973
Beverages,2015/9/14,531
Fruits & Veggies,2015/9/14,1283
Fruits & Veggies,2015/9/14,1313
Fruits & Veggies,2015/9/14,1455
"Eggs, Meat & Fish",2015/9/14,1378
Snacks,2015/9/14,895
"Eggs, Meat & Fish",2015/9/14,808
Beverages,2015/9/14,2472
Beverages,2015/9/14,2239
Bakery,2015/9/14,787
Beverages,2015/9/14,1838
Bakery,2015/9/14,755
Fruits & Veggies,2015/9/14,517
"Eggs, Meat & Fish",2015/9/14,1518
"Eggs, Meat & Fish",2015/9/14,1181
Oil & Masala,2015/9/14,1945
"Eggs, Meat & Fish",2015/9/14,614
Beverages,2015/9/15,713
Beverages,2015/9/15,1941
"Eggs, Meat & Fish",2015/9/15,2038
Fruits & Veggies,2015/9/16,1550
Food Grains,2015/9/17,1761
Bakery,2015/9/17,1887
Fruits & Veggies,2015/9/17,2422
Bakery,2015/9/17,1439
Bakery,2015/9/17,798
Fruits & Veggies,2015/9/17,767
Beverages,2015/9/17,1706
Bakery,2015/9/17,596
Beverages,2015/9/17,2063
Beverages,2015/9/17,1892
Oil & Masala,2015/9/17,1907
Snacks,2015/9/17,743
Bakery,2015/9/17,1187
Beverages,2015/9/17,1089
Food Grains,2015/9/19,943
Beverages,2015/9/19,1836
Bakery,2015/9/19,672
"Eggs, Meat & Fish",2015/9/19,1452
Food Grains,2015/9/19,1130
"Eggs, Meat & Fish",2015/9/19,1746
Oil & Masala,2015/9/19,888
Beverages,2015/9/19,1222
Fruits & Veggies,2015/9/19,1454
Fruits & Veggies,2015/9/20,889
Snacks,2015/9/20,1802
Oil & Masala,2015/9/20,979
"Eggs, Meat & Fish",2015/9/20,627
Bakery,2015/9/20,684
Oil & Masala,2015/9/20,681
"Eggs, Meat & Fish",2015/9/20,2224
Food Grains,2015/9/20,1314
Bakery,2015/9/20,2252
Beverages,2015/9/20,2062
Food Grains,2015/9/20,1246
"Eggs, Meat & Fish",2015/9/20,2399
Bakery,2015/9/20,596
Bakery,2015/9/20,2271
Fruits & Veggies,2015/9/20,2134
Oil & Masala,2015/9/20,939
Beverages,2015/9/20,1574
Fruits & Veggies,2015/9/20,784
Oil & Masala,2015/9/21,2213
Food Grains,2015/9/21,1797
Fruits & Veggies,2015/9/21,2225
Beverages,2015/9/21,1887
Bakery,2015/9/21,1838
"Eggs, Meat & Fish",2015/9/21,1864
Bakery,2015/9/21,1555
Bakery,2015/9/21,2489
Bakery,2015/9/21,2150
Beverages,2015/9/21,830
Food Grains,2015/9/21,2328
Bakery,2015/9/21,593
Bakery,2015/9/21,1154
Oil & Masala,2015/9/21,2380
Food Grains,2015/9/21,582
Fruits & Veggies,2015/9/21,2391
Oil & Masala,2015/9/22,1758
Oil & Masala,2015/9/22,1975
"Eggs, Meat & Fish",2015/9/22,2232
"Eggs, Meat & Fish",2015/9/22,1109
Oil & Masala,2015/9/22,2136
Oil & Masala,2015/9/22,1020
Fruits & Veggies,2015/9/22,527
"Eggs, Meat & Fish",2015/9/22,1134
Oil & Masala,2015/9/23,1339
Snacks,2015/9/23,746
"Eggs, Meat & Fish",2015/9/23,1889
"Eggs, Meat & Fish",2015/9/23,1524
Beverages,2015/9/23,2103
Oil & Masala,2015/9/23,2327
Food Grains,2015/9/23,799
Beverages,2015/9/23,659
"Eggs, Meat & Fish",2015/9/23,2178
Snacks,2015/9/23,2253
Beverages,2015/9/23,2104
Food Grains,2015/9/23,806
Bakery,2015/9/24,1946
"Eggs, Meat & Fish",2015/9/25,1552
Fruits & Veggies,2015/9/25,2049
Oil & Masala,2015/9/25,1028
Bakery,2015/9/25,1431
Snacks,2015/9/25,2420
Snacks,2015/9/26,2368
Bakery,2015/9/26,960
Bakery,2015/9/26,1537
Beverages,2015/9/26,1641
"Eggs, Meat & Fish",2015/9/26,1007
Beverages,2015/9/26,2340
Snacks,2015/9/26,777
Fruits & Veggies,2015/9/26,620
Fruits & Veggies,2015/9/26,1144
Oil & Masala,2015/9/26,1285
Food Grains,2015/9/26,1898
Bakery,2015/9/26,1121
Food Grains,2015/9/26,1986
Fruits & Veggies,2015/9/27,2392
Bakery,2015/9/27,534
Bakery,2015/9/27,1101
Beverages,2015/9/28,1908
Oil & Masala,2015/9/28,1400
Beverages,2015/9/28,1579
"Eggs, Meat & Fish",2015/9/28,1557
Bakery,2015/9/29,728
Oil & Masala,2015/9/29,879
Oil & Masala,2015/9/29,1234
Bakery,2015/9/29,1175
"Eggs, Meat & Fish",2015/9/29,1192
Bakery,2015/9/29,569
"Eggs, Meat & Fish",2015/9/29,2499
Snacks,2015/9/29,1698
Food Grains,2015/9/29,767
Oil & Masala,2015/9/29,2072
Fruits & Veggies,2015/9/29,1879
Fruits & Veggies,2015/9/29,606
Food Grains,2015/9/29,673
"Eggs, Meat & Fish",2015/9/29,1132
Food Grains,2015/9/29,1625
Bakery,2015/9/29,588
Bakery,2015/9/29,2427
Beverages,2015/9/29,1507
Bakery,2015/9/29,2324
Snacks,2015/9/30,688
Fruits & Veggies,2015/9/30,1233
"Eggs, Meat & Fish",2015/9/30,734
Food Grains,2015/9/30,1684
Snacks,2015/9/30,1442
Snacks,2015/9/30,1009
Oil & Masala,2015/10/1,1022
"Eggs, Meat & Fish",2015/10/2,2248
Oil & Masala,2015/10/2,546
Oil & Masala,2015/10/2,1170
Snacks,2015/10/2,2078
"Eggs, Meat & Fish",2015/10/2,1375
Fruits & Veggies,2015/10/2,2344
Fruits & Veggies,2015/10/2,702
Snacks,2015/10/3,2187
Beverages,2015/10/3,904
Oil & Masala,2015/10/3,2455
Beverages,2015/10/3,963
Food Grains,2015/10/3,540
Bakery,2015/10/3,2282
Oil & Masala,2015/10/3,1249
"Eggs, Meat & Fish",2015/10/3,1975
"Eggs, Meat & Fish",2015/10/3,2042
Bakery,2015/10/3,853
Fruits & Veggies,2015/10/3,797
"Eggs, Meat & Fish",2015/10/3,889
"Eggs, Meat & Fish",2015/10/3,1378
Snacks,2015/10/4,842
Food Grains,2015/10/4,1672
Beverages,2015/10/4,1985
Snacks,2015/10/4,867
Bakery,2015/10/5,1051
Food Grains,2015/10/5,998
Bakery,2015/10/6,2157
"Eggs, Meat & Fish",2015/10/6,1049
Snacks,2015/10/6,713
Fruits & Veggies,2015/10/6,694
"Eggs, Meat & Fish",2015/10/7,2130
Bakery,2015/10/7,639
"Eggs, Meat & Fish",2015/10/8,2074
Bakery,2015/10/8,1345
Beverages,2015/10/9,1823
Bakery,2015/10/9,1463
Snacks,2015/10/9,573
Beverages,2015/10/10,2440
Snacks,2015/10/10,1638
Bakery,2015/10/10,960
Fruits & Veggies,2015/10/10,801
"Eggs, Meat & Fish",2015/10/10,2021
Bakery,2015/10/10,1434
Fruits & Veggies,2015/10/10,566
Food Grains,2015/10/10,2006
"Eggs, Meat & Fish",2015/10/10,684
Fruits & Veggies,2015/10/10,2151
"Eggs, Meat & Fish",2015/10/11,1285
"Eggs, Meat & Fish",2015/10/11,2052
"Eggs, Meat & Fish",2015/10/11,747
Food Grains,2015/10/11,1736
Oil & Masala,2015/10/11,606
Snacks,2015/10/11,1464
Beverages,2015/10/11,961
Bakery,2015/10/11,613
Food Grains,2015/10/11,2098
Food Grains,2015/10/12,1739
Oil & Masala,2015/10/12,990
Food Grains,2015/10/12,1170
Fruits & Veggies,2015/10/13,1900
"Eggs, Meat & Fish",2015/10/13,1471
"Eggs, Meat & Fish",2015/10/13,874
Bakery,2015/10/13,1259
Bakery,2015/10/13,1562
"Eggs, Meat & Fish",2015/10/13,2317
"Eggs, Meat & Fish",2015/10/13,1413
Bakery,2015/10/13,2287
Oil & Masala,2015/10/13,2386
Beverages,2015/10/13,1003
Oil & Masala,2015/10/13,2393
Food Grains,2015/10/14,1807
Snacks,2015/10/14,2309
"Eggs, Meat & Fish",2015/10/14,756
Food Grains,2015/10/14,907
Bakery,2015/10/14,1529
Bakery,2015/10/14,1146
"Eggs, Meat & Fish",2015/10/14,1690
Oil & Masala,2015/10/14,2227
Oil & Masala,2015/10/14,1057
Beverages,2015/10/14,2247
Oil & Masala,2015/10/15,525
Snacks,2015/10/15,2116
Bakery,2015/10/15,1126
Fruits & Veggies,2015/10/16,1030
Oil & Masala,2015/10/16,1158
Fruits & Veggies,2015/10/17,1987
"Eggs, Meat & Fish",2015/10/17,2243
Snacks,2015/10/17,1203
Bakery,2015/10/18,1097
Beverages,2015/10/18,2282
Food Grains,2015/10/18,2067
Fruits & Veggies,2015/10/18,832
Snacks,2015/10/18,1599
"Eggs, Meat & Fish",2015/10/18,2030
Bakery,2015/10/18,1314
Fruits & Veggies,2015/10/18,2247
Bakery,2015/10/18,2285
Beverages,2015/10/19,2290
"Eggs, Meat & Fish",2015/10/19,852
Snacks,2015/10/19,2494
Snacks,2015/10/19,2313
Oil & Masala,2015/10/19,587
"Eggs, Meat & Fish",2015/10/19,730
Fruits & Veggies,2015/10/19,1350
Fruits & Veggies,2015/10/20,1415
Fruits & Veggies,2015/10/20,2139
Bakery,2015/10/20,1905
Fruits & Veggies,2015/10/20,2475
"Eggs, Meat & Fish",2015/10/20,1992
Snacks,2015/10/20,1985
Beverages,2015/10/20,1863
Snacks,2015/10/20,1727
Beverages,2015/10/21,1137
Bakery,2015/10/21,1452
Snacks,2015/10/21,2448
Beverages,2015/10/21,1545
Oil & Masala,2015/10/21,1014
Snacks,2015/10/21,1861
Food Grains,2015/10/22,1564
Bakery,2015/10/22,1852
Food Grains,2015/10/24,801
Snacks,2015/10/24,2383
Fruits & Veggies,2015/10/24,1337
Beverages,2015/10/25,1131
Bakery,2015/10/25,1273
Food Grains,2015/10/25,665
Beverages,2015/10/26,1388
Snacks,2015/10/26,1393
Food Grains,2015/10/27,1824
Food Grains,2015/10/27,1445
"Eggs, Meat & Fish",2015/10/28,2397
Food Grains,2015/10/28,2069
Oil & Masala,2015/10/28,2220
Oil & Masala,2015/10/28,1073
"Eggs, Meat & Fish",2015/10/28,1640
Snacks,2015/10/28,2431
"Eggs, Meat & Fish",2015/10/29,1596
"Eggs, Meat & Fish",2015/10/29,825
Snacks,2015/10/29,1333
Snacks,2015/10/31,2062
Bakery,2015/10/31,1504
Food Grains,2015/10/31,1631
Fruits & Veggies,2015/10/31,861
Bakery,2015/10/31,1651
Food Grains,2015/10/31,1097
Snacks,2015/10/31,990
Bakery,2015/10/31,659
Snacks,2015/10/31,2383
Bakery,2015/10/31,2142
Beverages,2015/10/31,2399
Snacks,2015/10/31,1753
Bakery,2015/10/31,920
Snacks,2015/10/31,2180
Snacks,2015/10/31,2238
Fruits & Veggies,2015/10/31,1243
Snacks,2015/10/31,696
"Eggs, Meat & Fish",2015/10/31,1749
"Eggs, Meat & Fish",2015/10/31,1437
Snacks,2015/11/1,1843
Food Grains,2015/11/1,1176
Snacks,2015/11/1,1121
"Eggs, Meat & Fish",2015/11/1,870
Oil & Masala,2015/11/1,798
Beverages,2015/11/1,2100
Food Grains,2015/11/1,1709
Bakery,2015/11/1,2234
"Eggs, Meat & Fish",2015/11/1,2014
Oil & Masala,2015/11/1,1584
Bakery,2015/11/1,2422
Snacks,2015/11/1,1805
Food Grains,2015/11/1,801
Oil & Masala,2015/11/1,1018
Snacks,2015/11/1,727
Snacks,2015/11/1,1442
Snacks,2015/11/1,1717
"Eggs, Meat & Fish",2015/11/1,2013
"Eggs, Meat & Fish",2015/11/1,1202
"Eggs, Meat & Fish",2015/11/1,2479
"Eggs, Meat & Fish",2015/11/2,1905
Fruits & Veggies,2015/11/2,1404
Bakery,2015/11/2,887
Beverages,2015/11/2,1672
Beverages,2015/11/2,573
Fruits & Veggies,2015/11/2,1845
Oil & Masala,2015/11/2,1682
Beverages,2015/11/2,1215
Food Grains,2015/11/2,2417
Beverages,2015/11/2,1765
Snacks,2015/11/2,1560
Oil & Masala,2015/11/3,1797
Bakery,2015/11/3,2101
Snacks,2015/11/3,588
Bakery,2015/11/3,2101
Oil & Masala,2015/11/3,688
Oil & Masala,2015/11/3,1431
Bakery,2015/11/3,1259
Oil & Masala,2015/11/3,2236
"Eggs, Meat & Fish",2015/11/3,2092
Beverages,2015/11/3,585
Bakery,2015/11/3,632
Oil & Masala,2015/11/3,2065
Snacks,2015/11/3,1451
Bakery,2015/11/3,906
Bakery,2015/11/4,1123
Snacks,2015/11/4,1079
Food Grains,2015/11/4,1027
Fruits & Veggies,2015/11/4,1771
Oil & Masala,2015/11/4,1171
Beverages,2015/11/4,2296
Food Grains,2015/11/4,1751
Bakery,2015/11/4,1117
Fruits & Veggies,2015/11/4,1122
Fruits & Veggies,2015/11/4,2436
Beverages,2015/11/4,2334
Bakery,2015/11/4,1669
Fruits & Veggies,2015/11/4,1273
"Eggs, Meat & Fish",2015/11/4,1509
Snacks,2015/11/4,1641
"Eggs, Meat & Fish",2015/11/5,2131
Bakery,2015/11/5,1998
Fruits & Veggies,2015/11/5,1779
"Eggs, Meat & Fish",2015/11/5,1833
Food Grains,2015/11/5,558
Oil & Masala,2015/11/5,1398
Snacks,2015/11/5,1157
Bakery,2015/11/5,1369
Snacks,2015/11/6,2196
Snacks,2015/11/7,1141
Beverages,2015/11/7,1874
Oil & Masala,2015/11/7,1640
Food Grains,2015/11/7,979
Food Grains,2015/11/7,1768
Food Grains,2015/11/7,693
Beverages,2015/11/7,2169
Beverages,2015/11/7,1795
"Eggs, Meat & Fish",2015/11/7,1761
Oil & Masala,2015/11/7,605
Beverages,2015/11/7,1565
"Eggs, Meat & Fish",2015/11/7,1120
Oil & Masala,2015/11/7,2401
"Eggs, Meat & Fish",2015/11/7,2179
Food Grains,2015/11/8,2021
Bakery,2015/11/9,2271
"Eggs, Meat & Fish",2015/11/9,1977
Beverages,2015/11/9,1388
"Eggs, Meat & Fish",2015/11/9,2115
Oil & Masala,2015/11/9,1976
Bakery,2015/11/9,1323
Oil & Masala,2015/11/9,1541
Fruits & Veggies,2015/11/10,1658
Fruits & Veggies,2015/11/10,1363
Food Grains,2015/11/10,1896
Snacks,2015/11/10,2062
Fruits & Veggies,2015/11/10,2114
Fruits & Veggies,2015/11/10,1524
Snacks,2015/11/10,1211
Oil & Masala,2015/11/10,775
Bakery,2015/11/10,653
Fruits & Veggies,2015/11/10,616
Fruits & Veggies,2015/11/10,2337
Fruits & Veggies,2015/11/10,1024
Bakery,2015/11/11,1678
Food Grains,2015/11/11,911
Oil & Masala,2015/11/11,1722
Beverages,2015/11/11,1660
"Eggs, Meat & Fish",2015/11/11,1493
Snacks,2015/11/11,1612
"Eggs, Meat & Fish",2015/11/11,2213
Snacks,2015/11/11,722
Beverages,2015/11/11,1676
Snacks,2015/11/11,2099
Food Grains,2015/11/11,739
"Eggs, Meat & Fish",2015/11/11,2068
Beverages,2015/11/11,2342
Snacks,2015/11/11,616
Bakery,2015/11/11,2384
"Eggs, Meat & Fish",2015/11/11,1046
Fruits & Veggies,2015/11/11,1331
Food Grains,2015/11/11,1319
Snacks,2015/11/11,1581
"Eggs, Meat & Fish",2015/11/11,718
Bakery,2015/11/11,1056
Food Grains,2015/11/11,1425
Fruits & Veggies,2015/11/11,683
Snacks,2015/11/11,1201
Oil & Masala,2015/11/11,2045
Beverages,2015/11/11,2078
Beverages,2015/11/12,832
Fruits & Veggies,2015/11/12,2232
Snacks,2015/11/12,1031
"Eggs, Meat & Fish",2015/11/12,1595
Oil & Masala,2015/11/12,936
Beverages,2015/11/12,1742
Bakery,2015/11/12,664
Oil & Masala,2015/11/12,2083
Snacks,2015/11/12,1416
Fruits & Veggies,2015/11/12,2392
Snacks,2015/11/12,2104
Snacks,2015/11/14,1655
Food Grains,2015/11/14,1823
Beverages,2015/11/14,2451
Snacks,2015/11/14,789
Fruits & Veggies,2015/11/14,1211
Food Grains,2015/11/14,771
"Eggs, Meat & Fish",2015/11/14,1707
"Eggs, Meat & Fish",2015/11/14,2272
Beverages,2015/11/15,2410
Food Grains,2015/11/15,1010
Oil & Masala,2015/11/15,2254
"Eggs, Meat & Fish",2015/11/15,1727
Bakery,2015/11/15,2344
Fruits & Veggies,2015/11/15,1647
Bakery,2015/11/15,868
Bakery,2015/11/15,846
Food Grains,2015/11/16,1482
Bakery,2015/11/16,563
Snacks,2015/11/16,1244
Snacks,2015/11/16,750
Snacks,2015/11/16,1357
Beverages,2015/11/16,2493
Fruits & Veggies,2015/11/16,2421
"Eggs, Meat & Fish",2015/11/16,1497
"Eggs, Meat & Fish",2015/11/16,1750
Beverages,2015/11/16,1356
Beverages,2015/11/17,2185
Beverages,2015/11/17,1213
Fruits & Veggies,2015/11/17,1321
Food Grains,2015/11/17,823
Bakery,2015/11/17,1482
Fruits & Veggies,2015/11/17,1523
Oil & Masala,2015/11/17,2370
Bakery,2015/11/17,791
"Eggs, Meat & Fish",2015/11/17,950
"Eggs, Meat & Fish",2015/11/17,1914
Snacks,2015/11/17,2499
Beverages,2015/11/17,1720
Oil & Masala,2015/11/17,1188
"Eggs, Meat & Fish",2015/11/18,1258
Oil & Masala,2015/11/18,1396
"Eggs, Meat & Fish",2015/11/18,1305
Food Grains,2015/11/18,520
Bakery,2015/11/18,1602
"Eggs, Meat & Fish",2015/11/18,1094
Beverages,2015/11/18,989
Food Grains,2015/11/18,720
Snacks,2015/11/18,1526
Food Grains,2015/11/18,1319
"Eggs, Meat & Fish",2015/11/18,1849
Oil & Masala,2015/11/18,1546
Fruits & Veggies,2015/11/18,1068
"Eggs, Meat & Fish",2015/11/18,1188
Oil & Masala,2015/11/18,1364
Bakery,2015/11/18,1496
Snacks,2015/11/18,1515
Oil & Masala,2015/11/18,754
Fruits & Veggies,2015/11/18,1665
Beverages,2015/11/18,1263
Oil & Masala,2015/11/19,2177
Food Grains,2015/11/19,578
Food Grains,2015/11/19,782
Snacks,2015/11/19,1159
Fruits & Veggies,2015/11/19,721
"Eggs, Meat & Fish",2015/11/19,2139
Bakery,2015/11/19,1641
